customer_id,name,address,telephone1,telephone2,email,website,sec,vat,withHoldingTax,businessNature,qualifyingSystem,certifyingBody,dateCertified,payment,status,remarks,businessStyle,tin,createdDate
1500208,Ultra-Pak Philippines Corporation,First Cavite Industrial Estate  SEPZ  Unit 2  Orient Goldcrest Bldg. Langkaan  Dasmariñas  Cavite,402-0323 / 0324,402-1387,,,,Non-VAT,,,,,,COD,Active,VAT-Exempt per TRIAN & CREATE Law,,228-008-380-00000,07/12/2016
1500209,Sanyo Plastic Philippines  Inc.,110 East Main Ave.  SEPZ  Laguna Technopark  Biñan  Laguna,049 541-1322,049 541-1321,,,,Non-VAT,,,,,,COD,Active,,,004-516-948-000,02/04/2012
1500210,NuPON Technology Phils. Corp.,Filsyn Corporation Compound  Brgy. Don Jose st.  Sta. Rosa  Laguna,,,,www.nuponcorp.com,,VAT,2% Svc  2% Sales,,,,,15 days,Active,"Bo. Don Jose  Sta. Rosa
 Effective May 05  2024 we will honor Net 15 days (PDC).",NuPON Technology Phils. Corp.,206-204-727-000,30/07/2012
1500211,FATEC Corp.,Phase 1  Blk 6  Lot 2-B  FCIE-PEZA  Langkaan  Dasmariñas  Cavite  Philippines,046 402-1285 to 87,046 402-1480,r-obiedo@fatec.com.ph,,,Non-VAT,,,,,,COD,Active,,,201-990-512-000,19/11/2014
1500212,Mandaue Libertad Commercial and Packaging,N.S. Cabahug St.  Sudlon Maguikay  Mandaue City  Cebu,,,,,,,,,,,,COD,Active,,,,
1500213,Delicatesse Food Corp.,10 Felix Baes St.  Perpetual Villlage  Bo. San Martin de Porres  Paranaque City,,,info@delicatessefoods.com,,,,,,,,,COD,Active,,,224-783-445-000,10/02/2012
1500214,Nippo Metal Tech. Phils.  Inc.,Unit No. 12  Phase 4  EZP Business Park  Calamba Premiere International Park  Brgy. Batino  Calamba City  Laguna 4024,02 887-0189  049 2550/2551,049 545-2560,,www.gblmtc.com,,Non-VAT,,,,,,COD,Active,"formerly Global Metal Tech Corporation
Terms:  PDC - NET 30 days -  customer changed to COD 2-6-18",Nippo Metal Tech. Phils.  Inc.,232-470-637-000,02/04/2012
1500215,Daiho (Phils.)  Inc.,P1 B22 L3 Antonio Luna corner Bonifacio Ave Lima Technology Center  Lipa  Batangas / Lima Technology Center  Lipa Batangas,043 981-4300  043 981-4304,043 981-4249,purchasing_lima@daiho.com.ph,,,Non-VAT,,,,,,COD,Active,"landmark going to Daiho-Lima: BULIHAN exit
You may issue Invoice with VAT though our P.O. is zero-rated.-
Nancy Balahadia Accounting Assistant
Formely: Phase 1  Blk. 22 L3  Antonio Luna Cor. Bonifacio Avenue  Lima Technology Center  Bugtong na Pulo  Lipa City  Batangas  Philippines

Formely: Lima Technology Center  SEZ  Lipa City  Batangas  Philippines
Formely: Daiho (Phils.)  Inc. ( Lima )
Formely: 005-242-167-000",Daiho (Phils.)  Inc.,005-242-167-00001,10/02/2012
1500216,PTT Philippines Trading Corporation,Brand Rex Compound  Argonaut Hi-way  Boton Area  SBFZ 2222,047 252-1177,047 252-1166,,,,Non-VAT,,,,,,COD,Active,,,004-076-789-000,02/04/2012
1500217,Continental Temic Electronics  (Phils.)  Inc.,# 16 Ringroad  LISP2-SEZ Brgy. La Mesa  Calamba City  4027   Laguna  Philippines,,,,,,Non-VAT,,,,,,COD,Active,"Collection at:  (Tuesday/Friday)
Citibank (Continental Temic Electronics Phils. Inc Suppliers): EXL Makati - Unit LL3 lower level V.  Madrigal Building  Ayala Avenue Makati City OR ITC - 650 Quirino Ave.  Parañaque City 


 EXL (Las Piñas - note: same with ITT before) -  Room 203 Fabricare Bldg.  Alabang-Zapote Rd.  Almanza  Las Pinas (infront of Good Year Servitek).  Tel. (02) 738-1003  (Tuesday & Fridays  10am-4pm)
Collection Day: Tuesday & Friday ONLY!",,,12/08/2013
1500218,Euro-Med Laboratories  Phil.  Inc.,PPL Bldg. U.N. Ave.  Manila,02 524-0091 to 98,02 526-0977,,,,,,,,,,COD,Active,,,,
1500219,Amdatex Las Piñas Services  Inc.,Building 17 Don Mariano Lim Industrial Compound  Alabang-Zapote Rd.  Las Piñas City  Philippines,,,berta@amdatex.com,,,,,,,,,COD,Active,purchased thermo-hygrometers.,,,
1500220,Amdatex Services Corp.,4th Flr. Metrolopis Star  South Superhighway  Alabang  Muntinlupa  Philippines,,,berta@amdatex.com,,,,,,,,,COD,Active,,,,
1500221,CosWorth Multi-Resources & Machinery Corp.,Lot 5A Naga Road Pulang Lupa Dos  Las Piñas City 1740,02 546-9494  546-9388,02 546-9494,cosworthmultiresources@yahoo.com,,,VAT,,,,,,COD,Active,Formerly:  CosWorth Multi-Resources & Engineering Services Co.,Architectural  Engineering Activities,008-274-694-000,12/08/2014
1500222,Broad Electronics  Inc.,Blk 2 Lot 6 Calamba Premier Ind'l Park Brgy. Batino  Calamba City  Laguna 4027,,,,,,Non-VAT,,,,,,COD,Active,,,,
1500223,HS Technologies (Phils.)  Inc.,Main Avenue  Cavite Economic Zone  Rosario  Cavite 4106,046 437-2231 to 33,046 437-2234,,,,Non-VAT,,,,,,COD,Active,"Landmark: beside: Clarion/CMCP  Phase 2 
Jomar Iburan - 0917-556-6193",Mfg of metal and plastic injection,004-462-046-000,12/04/2012
1500224,MAXIM PHILS. OPERATING CORP.,Phil. Economic Zone Authority  First Phil. Industrial. Park  Lot 39  RS Diaz Ave.  cor. 2nd Street  Tanauan City  Batangas  4234 Philippines,,,,,,,,,,,,COD,Active,,,,
1500225,DPO Philippines  Inc.,Unit 1005  Prestige Tower  F. Ortigas Jr. Road  Ortigas Center  Pasig City 1605,,,,,,,,,,,,COD,Potential,sulit,,,
1500226,Kang Nam Packaging House Inc.,7th St. Lot 8 Blk 13 Phase I CEPZA Rosario Cavite,437-0245 / 2845 / 0437,437-8834,precymarquez@yahoo.com  kang_nam@pldtdsl.net,,,Non-VAT,,,,,,COD,Active,epza - rosario,,004-089-825-000,24/01/2013
1500227,F. Tech Phils. Mfg.  Inc.,118 North Science Avenue  Laguna Technopark  Biñan  Laguna,049 541-2885  02 843-5969,,,,,Non-VAT,,,,,,COD,Active,,,003-884-475-000,29/08/2012
1500228,H.J. Franklin  Inc.,#26 Rose Avenue  Pillar Village  Las Piñas City,02 802-4018,02 805-5735,hjfranklin@pldtdsl.net,,,,,,,,,COD,Active,,,,
1500229,Sanritsu Great International Corp.,Lot 6 Block 14  Phase III  Cavite Economic Zone Rosario  4106 Cavite  Philippines,046 437-0035 to 37,046 437-0045,,,,Non-VAT,2% Service  1 % Sales,,,,,COD,Active,,,004-689-358-000,02/04/2012
1500230,Ushio Philippines  Inc.,First Cavite Industrial Estate  Brgy. Langkaan  Dasmariñas  Cavite  Philippines,046-402-1422,046 402-1421  1428,,,,Non-VAT,2% Svc  1% Sales,,,,,COD,Active,Former employee of HDK,Mfg of other articles  N.E.C,004-691-763-000,04/09/2015
1500231,Grand Alphatech International Corporation,,,,,,,,,,,,,COD,Active,,,,
1500232,Environmate Tech Corp.,Unit 3 Sycamore Arcs II  Buencamino St. corner Alabang-Zapote Road  Alabang  Muntinlupa City 1770 Philippines,02 842-6195,02 807-0367,ernie@environmate.com,,,VAT,1% Sales  2% Service,,,,,Net 30 Days,Active,,,239-948-647-000,27/01/2015
1500233,3M Philippines (Export)  Inc.,Meedrich II 5th St. cor. Golden Mile Ave.  Golden Mile Business Park  Brgy. Maduya  Carmona  Cavite,,,,,,Non-VAT,,,,,,Net 60 days,Active,"Bo. Maduya  Carmona
EXL Makati Tel. (02) 696-1395 or 0927-495-4024  (Ayala Madrigal Building)  ayala Ave.",,007-028-351-000,18/02/2013
1500234,TRSI Integrated Corporation,Blk 2 Lot 5 Annex A  Complex Ave.  Peoples Technology Complex - Special Economic Zone Carmona  Cavite,046 482-0053,,,,,,,,,,,COD,Active,,,,
1500235,Broad Electronics  Inc. - LTI,118 East Main Ave.  Phase V  Laguna Technopark  Binan  Laguna,,,,,,Non-VAT,,,,,,COD,Active,,,,
1500236,I & E Industrial Systems Services  Inc.,Shell Pandacan  Pandacan  Manila,02563-8561 loc. 312,,www.iandeindustrial com,,,,,,,,,COD,Active,,,,
1500237,Innovatronix Incorporated,10 Rose St. Lourdes Subd.  Mambugan  Antipolo City  Rizal 1870  Philippines,02 645-1903,,,www.innovatronix.com,,,,,,,,COD,Active,,,,
1500238,Tri-R Allied Industries  Inc.,Brgy. Putingkahoy  Sta. Rosa - Tagaytay Road  Silang  Cavite,02 584-4576 / 0917-894-4141,049 541-3132 to 36,,,,,,,,,,COD,Active,"Bo. Putingkahoy  Silang
New Customer - date added on the dbase Sept-08-10",,004-538-642-000,10/01/2012
1500239,Lewis & Saunders - Asia  Inc.,Bldg 20  Philexcel Business Park  M. Roxas HWY  Clark Field  Pampanga  Philippines,045499-1079,045499-1080,,,,Non-VAT,,,,,,COD,Potential,63-917-502-0375 ,,,
1500240,StarrTrade Mfg. Trading  Inc.,Las Piñas,,,,,,,,,,,,COD,Active,,,,
1500241,Hedcor  Inc.,214 Ambuclao Road Obulan  Beckel La Trinidad  Benguet  2601 Philippines,074 442-6080,074 444-7944,,www.hedcor.com,,NON-VAT,,,,,,COD,Active,Beckel  La Trinidad  Benguet,Hedcor  Inc.,001-946-873-00000,03/10/2012
1500242,CP Eltech Phils. Inc.,Lot B1-7  Carmelray Industrial Park II -SEZ  Brgy. Tulo Calamba City  Laguna 4027,049 502-0430 to 31,,,,,Non-VAT,,,,,,COD,Potential,,,,
1500243,Pro-Pack Materials (Phils.)  Inc.,Unit#28-30 3/F  Sundrel Business Center  #25 J.P. Rizal  Brgy. Sala  Cabuyao  Laguna,,,,,,,,,,,,COD,Active,Mr. Roy A. Martinez (0928) 500-2499   (0922) 893-4618,,,
1500244,Dathan Enterprise,BFRV Talon 2  Las Piñas City,,,,,,,,,,,,COD,Potential,,,,
1500245,Infiniti Solutions ISPL (Phil) Inc.,Light Industry & Science Park of the Philippines - SEPZ  Cabuyao  Laguna  Philippines,049 543-0333,049 543-0334,,,,Non-VAT,,,,,,COD,Active,,,,
1500246,Nihon Houzai Laguna Corporation,Unit 5 Orient Goldcrest Buliding 3  East Main Avenue Lot 3 Phase 5-B Laguna Technopark  Brgy. Mamplasan  Biñan City  Laguna 4024,02 757-5053 / 757-5156 to 58,+6349 508-0313,qa@houzai.com.ph,www.houzai.co.jp,,Non-VAT,,,,,,COD,Active,"Formely Address:
Innorev Bldg. 2A  141 East Main Ave Loop  Phase 6A  Lot 3281-I  SEPZ Laguna Technopark  Biñan  Laguna",,,31/07/2013
1500247,Philips Medical Systems,Nederland BV-MLA  Branch 48/F PBCom Tower  6795 Ayala Ave.  Makati City,02 816-2617,,,,,,,,,,,COD,Active,,,,
1500248,Pagoda International  Inc.,Canlubang Industrial Estate  Brgy. Pittland  Cabuyao Laguna,049 549-0023 / 0919-6852521,,,,,,,,,,,COD,Active,"Company located in Laguna (Terelay)
Liezel's Cell # (0919) 685-2521 (smart)",,007-606-605-000,23/01/2014
1500249,3M Philippines  Inc. (Detection System),9th Floor Three World Square Bldg.  McKinley Hilll  Fort Bonifacio  Taguig  Philippines 1634,02 878-3674,02 878-3695,jlandicho@mmm.com,,,,,,,,,,Active,EXL Makati Tel. (02) 696-1395 or 0927-495-4024  (Ayala Madrigal Building)  Ayala Ave. ,,,22/08/2013
1500250,Delta Design Philippines LLC.,C4-5A Unit A Carmelray Industrial Park II  Calamba City  Laguna  Philippines 4027,02 843-2047,02 843-2044,,,,Non-VAT,,,,,,COD,Active,Canlubang  Calamba,,227-369-466-000,29/01/2013
1500251,Guill-Bern Corporation,#14 San Francisco St. cor. San Rsfael St. Bo. Kapitolyo  Pasig City,02 633-9589  746-1470  746-0935,02 746-0886,info@guill-bern.com.ph,www.guill-bern.com.ph,,,,,,,,COD,Active,,,,
1500252,Shell Shared Service-Solaris,Shell Shared Services (Asia)  B.V. 21st Flr. Solaris One  130 Dela Rosa St. Makati City  1229 Philippines,02 490-4000,,,,,VAT,,,,,,COD,Potential,,,,04/01/2013
1500253,Industrial Technology Development Institute,DOST Compound General Santos Ave.  Bicutan  Taguig City  Metro Manila,02 837-2071,837-3167,,,,,,,,,,COD,Active,INTER-LAB,,,
1500254,Penafiel Coco Products,#9F Cynthia St. cor. Fatima St.  Congress Park Subd. Brgy Commonwealth  Quezon City,02 431-4322,,,,,,,,,,,COD,Potential,Mr. Jose Lauchang: 0928-213-0687 / 0905-240-1360,,,
1500255,Tann Philippines  Inc.,First Philippine Industrial Park (FPIP)  Barangay Sta. Anastacia  4234 Sto.Tomas  Batangas Philippines,043 405 5384,043 405 5157,Marifem.Rosal@tanngroup.com,,,Non-VAT,,,,,,COD,Active,Mobile +63 917 623 4460,,216-405-611-000,02/04/2012
1500256,Chiyoda Phils. Manufacturing Corp.,Lot 2  Block 20 Lima Technology Center  Special Economic Zone  Lipa City  Batangas,043 981-1907,043 981-1908,,,,Non-VAT,,,,,,COD,Active,SEZ  Lipa City,Manufacturing,006-361-397-000,20/02/2013
1500257,CJNT Integrated Solutions Corporation,Onda Coumpound  PTC -SEZ  Maduya  Carmona  Cavite  Philippines,482-0401,482-0406,mail@cjntcorp.com,,,VAT,,,,,,COD,Active,Brgy. Maduya  Carmona,Other Retail Sale  Other Svc N.E.C.,007-809-446-000,02/02/2012
1500258,Metals Industry Research and Development Center,Gen. Santos Avenue  Bicutan  Taguig  1631 Metro Manila,02 837-0431,02 838-7878,,,,Non-VAT,,,,,,COD,Active,,,,23/11/2012
1500259,Team Quest Tech  Inc.,FCIE-SEPZ  Brgy. Langkaan Dasmariñas  Cavite,046 402-1153,046 402-1156,,,,Non-VAT,2% = Svc  1% Sales,,,,,COD,Active,Bo. Langkaan  Dasmarinas,,243-295-425-000,12/01/2012
1500260,Jem Quantum Edge Technologies,Unit 315 Civic Drive 2501 Civic Drive Filinvest Corporate City  Alabang Muntinlupa City 1781,02 973-7578,02 828-9969,edryan_lopez@jemquantum.com,,,VAT,,,,,,COD,Active,,,,23/11/2012
1500261,Diagon Trading Alley,Blk 2 Lot 4 JB Vill2  Balibago  Sta. Rosa  Laguna,049-534-9547,049-534-5011,,,,VAT,,,,,,COD,Potential,,,,23/11/2012
1500262,Pro-pack Materials Pte Ltd.,Blk 970 Toa Payoh North 04-18 Toa Payoh Industrial Estate  Singapore  318992,65 63541511,65 63541711,sales@pro-pack.com.sg,www.pro-pack.com.sg,,VAT,,,,,,COD,Potential,"SINGAPORE

PLEASE use pro-pack ltrhead   no cal sticker is to be issued to the units.",,,23/11/2012
1500263,Pagoda Philippines  Incorporated,Sta. Mesa  Manila,,,,,,,,,,,,COD,Active,,,,
1500264,MERALCO PowerGen Corporation,11th Flr. Rockwell Business Center Tower 1 Ortigas Avenue Pasig City 1605,,,,,,VAT,,,,,,COD,Potential,,,,23/11/2012
1500265,Solarfoam Enterprises,49 General McArthur Hiway  Brgy. Potrero  Malabon  Philippines  1476,02 362-4898,,solarfoam@gmail.com,,,VAT,,,,,,COD,Active,Referred by RS Components,,,04/01/2013
1500266,Nature Ceuticals Corporation,Unit 813  Peninsula Court . Bldg.  8735 Paseo de Roxas Ave  Corner Makati City Philippines,02 470-7375,,,,,VAT,,,,,,COD,Active,"Former Address:
17th floor  Unit 2B  Robinson's Cybergate Center  Tower 3 EDSA cor. Pioneer St. Mandaluyong City 1550 Philippines",,,23/11/2012
1500267,Convenience Distribution Inc.,8001 F. Legazpi St. Maybunga  Pasig City,640-7107 loc.126,,,,,VAT,,,,,,COD,Active,,,,04/01/2013
1500268,Trendy Plastic Manufacturing  Inc.,Phase 3  Blk. 2  Lot 2 & 3  Sterling Technopark  Brgy. Lantic  Carmona  Cavite,046 865-3296 to 98,046 865-3299,,,,VAT,,,,,,COD,Active,"Bo. Lantic  Carmona
with 12% VAT - Fr ms Carmina Camacho ( Oct. 13  2021)",,000-386-432-001,13/12/2012
1500269,World Tech InfoVision  Inc.,TPA Bldg. 7496 Bagtikan St.  Makati City,531-8055 / 0917-855-6647,8969811,rlvillaruz@yahoo.com,,,VAT,,,,,,COD,Active,"BRGY CULIAT
TANDANG SORA 
QC",,222-929-554,04/01/2013
1500270,Santé International  Inc.,UG 42 & 54 ETon CyberPod Corinthian  Ortigas Avenue EDSA  Quezon City,02 667-3722 to 25,02 667-3722 to 24 loc. 120,info@bigleague.com.ph,,,VAT,,,,,,COD,Active,"Ortigas Center  Quezon City
Sister company of:  The Big League Enterprise  Inc.
Unit 904-905 Galleria Corporate Center  Ortigas Avenue cor EDSA Quezon City  Philippines",,007-149-431-000,04/01/2013
1500271,METS Logistics  Inc.,Governor's Drive  Bancal  Carmona  Cavite,02 584-4503  046 482-0384,,,,,VAT,,,,,,COD,Active,,,007-480-232-000,05/11/2012
1500272,AIMs Enterprise,Rubia St. Cuevas Sund.  Tejero  Rosario  Cavite,046-971-1462,,,,,VAT,,,,,,COD,Active,,,,04/01/2013
1500273,Fifth Discipline Packaging Paper Corporation,TECO Industrial Park  Bundagul  Mabalacat City  Pampanga 2010,045 893-0329,045 893-0682,,,CS201718883,VAT,,,,,,COD,Active,"NOTE: Invoiced issuance is based on their P.O. provided 
Formerly:  Trust International Paper Corporation
                 Fifth Discipline Packaging Paper Corporation
                 Multi Ply Paper Ventures  Inc.

Teco Special Economic Zone  Mabalacat Pampanga  Phils.
TIN: 000-267-193-000",,009-697-667-000,29/11/2013
1500274,AccuLab Calibration Laboratory  Inc.,Unit 419 Chateau Verde Condominium  Gate 2  Valle Verde I  E. Rodriguez Jr. Avenue  along C-5  Ugong Pasig City  Philippines,02 633-2580  571-9813,02 633-2579,email@acculabinfo.com,www.acculabinfo.com,,VAT,,,,,,COD,Active,,,,18/01/2012
1500275,Sumitronics Philippines  Inc.,3-A Mountain Drive  Light Industry & Science Park II  SEPZA  Brgy. Real  Calamba  City  Laguna 4130,049 545-0144,049 545-0208,,,,Non-VAT,,,,,,COD,Active,"12/5/11
Brgy. La Mesa   Calamba",,005-239-330-000,29/08/2012
1500276,Taiphil Protech Industrial  Inc.,Beside Hong Chang Compound  Brgy. Lantic Carmona Cavite,046 482-0321,046 482-0302,,,,VAT,2% Service  1% Sales,,,,,COD,Active,"ref Ms.mitos
Bo. Lantic  Carmona
formerly - Non-VAT June 30  2022",,007-607-825-000,12/01/2012
1500277,Farmtec Foods  Inc.,J.P. Rizal St.  Sabutan  Silang  Cavite,046 414-0474,,,,,VAT,,,,,,COD,Potential,purchase therm-hygrometer,,,18/01/2012
1500278,Graphic Wizard  Inc.,1009 JP Rizal St.  Makati City,898-2640,,,,,VAT,,,,,,COD,Active,,,,05/02/2012
1500279,Mabey Bridge Ltd.,Dona Feliza Bldg. Remedios St.  Taft Avenue  Malate  Manila,02 518-0050,,,,,VAT,,,,,,COD,Active,,,,13/02/2012
1500280,JRPV Semicon Supplies Incorporation,Unit A & B Bartolazo Building  San Jose St. corner Manabat St.  Brgy. 2  Carmona  Cavite 4116,02 400-7792,046 482-0597,julie@jrpvsemicon.com,,,VAT,,,,,,COD,Potential,,,,14/02/2012
1500281,Yamashita Mold Philippines Corporation,Lot 8  Block 1  Daiichi Industrial Park  SEZ  Brgy. Maguyam  Silang  Cavite  Philippines,,,,,,Non-VAT,,,,,,COD,Active,,,005-231-131-000,28/02/2012
1500282,BSTech Eng Construction Corp.,Aquino Avenue  Brgy. San Mateo  San Pascual  Batangas  4204,043 980-5639,043 727-4328,bstc18@hotmail.com,,,VAT,,,,,,COD,Active,"Formely company name: BSTech Eng. Construction Corporation
Address: Aquino Ave.  San Pascual  Batangas
Aquino Avenue  Poblacion  San Pascual  Batangas",,008-618-657-000,01/03/2012
1500283,United Steel Technology International Corporation,Km 49 Indang Road  Bo. Inocencio  Trece Martires City  Cavite,046 419-0187,,,,,VAT,,,,,,COD,Active,,,,19/03/2012
1500284,Pilmico Foods Corporation,Kiwalan Cove  Dalipuga  Iligan City  Lanao del Norte  9200,,,,,,VAT,,,,,,COD,Active,Business Style:  Manufacture of grain  vegetable mill products not rice/corn.,Mfg of grain  vegetable mill products not rice/corn,000-314-436-000 V,30/03/2012
1500285,Everbright Lighting Phils.  Inc.,Blk 5 Lot 2 Mayon st.  Mountview Industrial Complex   Brgy. Bancal  Carmona  Cavite,046  542-1098,542-1098,jeanley.tarle@yahoo.com,,,VAT,,,,,,COD,Active,,,,25/04/2012
1500286,Franklin Baker Company of the Philippines San Pablo Plant,Maharlika Highway  San Pablo City  Laguna  Philippines,049 562 - 0279,049 562 - 0281,,,,VAT,,,,,,COD,Active,,,,27/04/2012
1500287,Susalum Corporation,SAL Bldg. Sta. Rosa - Tagaytay Highway  Sitio Muzon Brgy. Putingkahoy  Silang Cavite,049 502-9931 to 32,049 502-9925,susalum@susalum.com.ph,,,VAT,,,,,,COD,Active,,,,04/05/2012
1500288,International Flavors & Fragrances (Phils.) Inc.,28th Floor Wynsum Corporate Plaza  No. 22 F Ortigas Jr. Road Ortigas Center  San Antonio  Pasig City 1605,02 631-1341 to 45,,,,,VAT,,,,,,,Active,"MUST EMAIL SCANNED COPY OF INVOICE:  APACInvoices@iff.com

EXL Makati Tel. (02) 8519-7519 (Ayala Madrigal Building)
Formely: International Flavors & Fragrances (Phils.) Inc. 
28/F Wynsum Corporate Plaza  22 F. Ortigas Jr. Rd.  Ortigas Ctr  San Antonio  Pasig City 1605",International Flavors & Fragrances (Philippines) Inc.,000-280-761-000,04/06/2012
1500289,Philippines TRC Inc.,Lima Technology Center  Lipa City  Batangas 4217 Phils.,043 981-0230/31,043 981-0759 / 0363,purchasing@trc-ph.com,,,Non-VAT,,,,,,COD,Active,,,005-739-755-000,14/06/2012
1500290,RBGM Medical Express Sales  Inc.,57-A Maliksi Street  Brgy. Pinyahan  Quezon City  Philippines,02 927-7053,02 426-3736,,www.rbgm-medical.com,,VAT,,,,,,COD,Active,,,,04/07/2012
1500291,Philippine Geoanalytics,3/F Technical and training Center  85 Kamuning Rd.  Quezon City,02 929-3536,02 929-3538,pgacalabcentral@pgacalab.com,www.pgacalab.com,,VAT,,,,,,COD,Potential,,,,01/08/2012
1500292,CADTEK Engineering System,28/F Cityland Pasong Tamo Tower U2807  2210 Chino Roces Ave.  Makati City Philippines 1230,02 893-8909,02 893-8909 ext. 802,,,,VAT,,,,,,COD,Active,,,,03/08/2012
1500293,RR Uy Construction,Blk 13 Lot 7 Crystal St. Diamond Village  Salawag  Dasmariñas City  Cavite,,,,,n/a,VAT,,,,,,COD,Active,,Building Construction  Civil Eng.,910-563-454-000,16/08/2012
1500294,NexGen Technology  Inc.,Room 1  2/F Correal Bldg. #14 Lotus St.  TS Cruz Subd. Almanza Dos  Las Piñas City,02 850-2131,,,www.mexgentech.net,,VAT,,,,,,COD,Active,"Malabon city - accounting - blk 17 lot 21 MPV Phase 2 Hernandez St.  Catmon  Malabon City
Las Piñas City - operations",,006-334-111-000,29/08/2012
1500295,Arkray Industry Inc.,Lot 22 A First Philippine Industrial Park  Brgy. Sta. Anastacia  Sto. Tomas  Batangas,043 405-6450,043 405-6449,,,,Non-VAT,,,,,,COD,Active,,,007-930-263-000,05/09/2012
1500296,Emperador Distillers  Inc.,111 Technology Ave. Laguna Technopark Binan Laguna,02 7092434,02 709-2028,,,,,,,,,,COD,Active,,,238-684-383-000V,25/09/2012
1500297,First Philippine Scales Incorporated,33 Araneta Ave.  Potrero  Malabon  Manila  Philippines,02 363-9930,02 363-7934,jonathan@timbangan.ph,,,VAT,,,,,,COD,Potential,,,,25/09/2012
1500298,Koufu Packaging,Lot 4-5  Blk 3  Phase 2 Mountview Industrial Complex  Bo. Bancal Carmona  Cavite,046 972-1111 to 13,046 972-0120,iso@koufuprinting.com,,,VAT,,,,,,COD,Active,Formerly:  Kou Fu Color Printing Corp.,Manufacturing,001-441-056-000,11/10/2012
1500299,Hitachi Global Storage Technologies Philippines Corp.,SEPZ Laguna Technopark  4024 Biñan  Laguna  Philippines,,,,,,Non-VAT,,,,,,COD,Potential,thru Mesco  Inc.,,,29/10/2012
1500300,Hysonic Philippines  Inc.,Lot 3 Allegis Information Technology  CIP 2  Barangay Tulo  Calamba City  Laguna  Philippines,049-545-0232,049-545-0234,,,,Non-VAT,,,,,,COD,Active,,,234-561-878-000,31/10/2012
1500301,Nonwoven Fabric Philippines Inc.,Maguyam Road  Carillo Drive  Bo. Bancal  Carmona  Cavite,046 423-8925  02 661-4324,02 661-4120,,,,VAT,,,,,,COD,Active,,,000-844-760-000,08/11/2012
1500302,Nikkoshi Philippines Corporation,Lot 3  First St. First Philippine Industrial Park  Phase 1-A  Brgy. Sta. Anastacia  Sto. Tomas  Batangas  Philippines,043 405-5310 to 13,043 405-5308 to 09,,,,Non-VAT,,,,,,Net 30 Days,Active,"Payment Terms: 30 days ( Effective date May 02  2024)
Brgy. Sta. Anastacia  Sto. Tomas
FPIP
Lot 3  First St. First Philippine Industrial Park  Phase 1-A  Brgy. Sta. Anastacia  Sto. Tomas  Batangas  Philippines

LTI
108 Technology Ave. Special Export Processing Zone Laguna Technopark  Biñan  Laguna",Manufacturing,204-119-897-000,09/11/2012
1500303,Vital Precision Tooling Center,Unit 41 Gold Commercial Complex Anabu I-1 Imus  Cavite,046 471-7061,046 471-7061,bernz_vital@yahoo.com,,,VAT,,,,,,COD,Active,,Mfg of Fabricated Metal,110-126-808-000,23/01/2013
1500304,EGS Marine Corp.,Bldg. 693  Gridley Rd.  former SRF compound  Subic Bay Freeport Zone,+63 47 2529421,+63 47 2529475,,www.egssurvey.com,,Non-VAT,,,,,,COD,Active,,,,25/02/2013
1500305,BAUCH (Phils.) Laboratories Corp.,Blk 2 Lots 2&3 Cavite Light Industrial Park  Maguyam  Silang Cavite  Philippines,,,bauch.purchasing@aol.com,,,VAT,,,,,,COD,Active,"Collection Schedule  Carmona Cavite plant at 1:00 pm  Bauch will advise day for the release (generally Tuesdays)
DO NOT provide cal due dates",,252-147-663-000,13/03/2013
1500306,Terumo (Philippines) Corporation,124 East Main Avenue  Laguna Technopark  Biñan  Laguna,049 554-9230,049 541-2121,,,,Non-VAT,,,,,,COD,Active,"Brgy. Loma  Binan
Bus. Style: Manufacturing",Terumo (Philippines) Corporation,005-648-877-000,15/03/2013
1500307,Sonion Philippines  Inc.,Lot 30 Phase 1B  FPIP  Brgy. Ulango  Tanuan City  Batangas  Philippines 4232,043 430-8812,,,,,Non-VAT,,,,,,COD,Active,Bgy. Ulango  Tanuan City,Sonion Philippines  Inc.,008-058-308-000,26/03/2013
1500308,TopTech Parts Mfg.  Inc.,National Hi-Way  Brgy. Real Calamba City  Laguna 4002,049 545 - 5510,,,,,VAT,,,,,,COD,Active,Referred by sister company Tri-R,Mfg,006-797-851-000,03/04/2013
1500309,Malinta Corrugated Boxes Mfg.  Corp.,FCIE Compound Dasmarinas Cavite,046-402-1042  844-1063,,qsd_malinta@yahoo.com,,,VAT,,,,,,COD,Active,,,000-232-475-000,03/06/2013
1500310,Kestronics Phils.  Inc.,Unit 17L Burgundy Corp. Tower   252 Sen. Gil Puyat Ave.  Makati City,tel. 02 842-3789,,,,,VAT,,,,,,COD,Active,,,005-038-979-000,21/06/2013
1500312,Shinkozan Corporation,Hong Chang  Compound  Bo. Bancal  Carmona  Cavite  Philippines,046 481-4088,046 430-1975,,,,VAT,,,,,,COD,Active,,Manufacturing,235-109-985-000,14/08/2013
1500313,Mitsui Bussan Frontier (Phils.) Inc.,Unit 3  No. 7 Mountain Drive  Light Industry and Science Park 2 Barangay La Mesa  Calamba  City  Laguna 4027 Philippines,112 545-7555 to 57,,,,,Non-VAT,,,,,,COD,Potential,,,,14/10/2013
